"ZIONTRACKINGKEY","BANK","ACCOUNT","TRANSACTIONTYPE","DATESTAMP","BRANCHID"
"60856.0","001","1137647526","1010","123811","92900"
"60857.0","018","1227218658","1510","123811","53797"
"60858.0","013","3872384402","1750","123811","18875"
"60859.0","001","1949324097","1510","123811","82943"
"60860.0","018","0024542904","1510","123811","23105"
"60861.0","001","8614425984","1510","123811","35091"
"60862.0","001","5034145592","1510","123811","49007"
"60863.0","018","0007994031","1750","123811","77350"
"60864.0","018","0942262503","1750","123811","47002"
"60865.0","001","5804150610","1750","123811","55109"
"60866.0","001","8755170481","1510","123811","65959"
"60867.0","018","5433569575","1750","123811","92539"
"60868.0","001","8656938256","1750","123811","66754"
"60869.0","018","4365345775","1750","123811","85397"
"60870.0","018","1435402115","1750","123811","12819"
"60871.0","013","9558101058","1750","123811","35422"
"60872.0","001","8910430115","1510","123811","10228"
"60873.0","013","3307188331","1010","123811","96540"
"60874.0","013","7017595276","1510","123811","13968"
"60875.0","018","7578842613","1010","123811","22024"
"60876.0","013","0189038154","1510","123811","48833"
"60877.0","018","0093475853","1750","123811","51024"
"60878.0","013","2581340733","1510","123811","99351"
"60879.0","013","5413098789","1750","123811","08793"
"60880.0","001","9340576759","1510","123811","92749"
"60881.0","013","8980562662","1010","123811","81024"
"60882.0","018","6550287433","1010","123811","98140"
"60883.0","001","1045894689","1010","123811","28936"
"60884.0","013","4723657335","1010","123811","11677"
"60885.0","013","8561033210","1750","123811","66194"
"60886.0","013","9183875734","1510","123811","02430"
"60887.0","001","4615798424","1010","123811","56236"
"60888.0","018","5500190301","1510","123811","67545"
"60889.0","018","5511229311","1750","123811","02596"
"60890.0","018","7873023035","1510","123811","21224"
"60891.0","018","3085756535","1010","123811","56499"
"60892.0","001","0635898672","1010","123811","36664"
"60893.0","018","7873023035","1750","123811","76680"
"60894.0","018","5348706186","1750","123811","47426"
"60895.0","013","9266697779","1750","123811","86446"
"60896.0","001","3079236967","1510","123811","19995"
"60897.0","018","7873023035","1750","123811","54312"
"60898.0","001","3920507330","1010","123811","00474"
"60899.0","018","3029497910","1510","123811","57685"
"60900.0","018","5252135684","1010","121211",
"60901.0","018","5252135684","1010","121211","09965"
"60902.0","013","8802155621","1010","121211",
"60903.0","013","8802155621","1010","121211","18372"
"60904.0","013","7248513900","1750","121211",
"60905.0","013","7248513900","1750","121211","95612"
"60906.0","001","6538144761","1750","121211",
"60907.0","001","6538144761","1750","121211","37902"
"60908.0","018","4815407719","1010","121211",
"60909.0","018","4815407719","1010","121211","11833"
"60910.0","013","2652296975","1750","121211",
"60911.0","013","2652296975","1750","121211","51726"
"60912.0","013","0069842728","1750","121211",
"60913.0","013","0069842728","1750","121211","94011"
"60914.0","001","6538144761","1750","121211","17091"
"60915.0","013","3010519069","1510","121211",
"60916.0","013","3010519069","1510","121211","67495"
"60917.0","013","6025839032","1510","121211",
"60918.0","013","6025839032","1510","121211","55867"
"60919.0","013","2219824906","1010","121211",
"60920.0","013","2219824906","1010","121211","96604"
"60921.0","013","5275331940","1750","121211",
"60922.0","013","5275331940","1750","121211","24837"
"60923.0","018","2608449953","1510","121211",
"60924.0","018","2608449953","1510","121211","28748"
"60925.0","001","7108635652","1750","121211",
"60926.0","001","7108635652","1750","121211","48182"
"60927.0","013","7126981512","1750","121211",
"60928.0","013","7126981512","1750","121211","35178"
"60929.0","013","9760025911","1750","121211",
"60930.0","013","9760025911","1750","121211","54309"
"60931.0","018","0038605176","1010","121211",
"60932.0","018","0038605176","1010","121211","54583"
"60933.0","001","7108635652","1750","121211","49487"
"60934.0","013","1024219568","1510","121211",
"60935.0","013","1024219568","1510","121211","49267"
"60936.0","001","3348743601","1510","121211",
"60937.0","001","3348743601","1510","121211","62370"
"60938.0","018","1674368216","1010","121211","30946"
"60939.0","013","3730809830","1510","121211","84020"
"60940.0","013","8529843781","1010","121211","70515"
"60941.0","013","4614343621","1010","121211","78933"
"60942.0","001","0271733410","1750","121211","06525"
"60943.0","018","6025562060","1750","121211","82119"
"60944.0","018","4251698127","1750","121211","01795"
"60945.0","001","3938978293","1010","121211","24419"
"60946.0","013","0792360151","1510","121211","25704"
"60947.0","001","1537173546","1510","121211","34436"
"60948.0","001","9350443212","1010","121211","59691"
"60949.0","001","7465028014","1510","121211","17802"
"60950.0","013","2896153857","1010","121211","99379"
"60951.0","018","9516653456","1510","121211","88416"
"60952.0","018","3105699702","1510","121211","35388"
"60953.0","018","2707226339","1510","121211","31153"
"60954.0","018","7506572114","1750","121211","33963"
"60955.0","001","5846289856","1750","121211","82502"
"60956.0","001","9479277410","1750","121211","61791"
"60957.0","013","8424877440","1010","121211","54624"
"60958.0","013","4552642654","1510","121211","49689"
"60959.0","013","6760585743","1010","121211","56904"
"60960.0","001","4469096263","1510","121211","18053"
"60961.0","013","9211839278","1750","121211","05026"
"60962.0","018","9629198274","1510","121211","52673"
"60963.0","018","0920192977","1010","121211","00621"
"60964.0","018","2716268789","1010","121211","75885"
"60965.0","001","8647873271","1750","121211","31831"
"60966.0","001","2321367074","1510","121211","01806"
"60967.0","018","9731424473","1510","121211","66431"
"60968.0","013","4793284609","1750","121211","19704"
"60969.0","013","8328731239","1510","121211","52701"
"60970.0","018","4883297524","1750","121211","98386"
"60971.0","018","5626718807","1750","121211","64796"
"60972.0","001","0934378472","1750","121211","30660"
"60973.0","001","6404698419","1510","121211","31693"
"60974.0","018","7377270670","1010","121211","89122"
"60975.0","018","5626718807","1750","121211","07582"
"60976.0","018","7713968079","1510","121211","94510"
"60977.0","013","7037748296","1010","121211","14720"
"60978.0","013","7462007329","1750","121211","18978"
"60979.0","018","7323526638","1010","121211","49953"
"60980.0","013","9142240450","1750","121211","34224"
"60981.0","018","8014156942","1750","121211","01253"
"60982.0","013","6500141015","1010","121211","72264"
"60983.0","013","8878675161","1510","121211","20533"
"60984.0","018","0623477898","1010","121211","27806"
"60985.0","018","8014156942","1750","121211","06235"
"60986.0","013","5216124122","1750","121211","89795"
"60987.0","018","8381478616","1750","121211","57815"
"61108.0","001","4489526496","1750","121211","32756"
"61109.0","001","3701173182","1750","121211","45477"
"61110.0","013","6280338419","1510","121211","65855"
"61111.0","001","2562986302","1750","121211","10642"
"61112.0","001","1581699134","1010","121211","62857"
"61113.0","001","5548678349","1510","121211","18749"
"61114.0","018","0998729425","1750","121211","79565"
"61115.0","001","2562986302","1750","121211","83722"
"61116.0","018","3698812537","1510","121211","04080"
"61117.0","018","5656964987","1750","121211","82616"
"61128.0","001","8771694645","1010","121211","72925"
"61129.0","013","0534859841","1010","121211","59650"
"61130.0","001","6543669989","1750","121211","62150"
"61131.0","001","8339009581","1750","121211","29479"
"61132.0","001","6412934656","1010","121211","65943"
"61133.0","001","8973627589","1510","121211","59074"
"61134.0","013","3222727947","1010","121211","30037"
"61135.0","001","8339009581","1750","121211","79310"
"61136.0","018","0671145359","1750","121211","71548"
"61137.0","018","8322452677","1750","121211","23119"
"61150.0",,,,,
"61151.0",,,,,
"61152.0",,,,,
"61153.0",,,,,
"61154.0",,,,,
"61155.0",,,,,
"61156.0",,,,,
"61157.0",,,,,
"61158.0",,,,,
"61159.0",,,,,
"61160.0","013","2687814672","1010","121211","27378"
"61161.0","018","4835292345","1010","121211","41597"
"61162.0","018","9253515756","1510","121211","28252"
"61163.0","013","7527029745","1750","121211","14874"
"61164.0","018","0342987379","1510","121211","15271"
"61165.0","018","0894575938","1010","121211","44333"
"61166.0","018","6742147659","1750","121211","21192"
"61167.0","013","7527029745","1750","121211","12559"
"61168.0","001","9005537694","1510","121211","32808"
"61169.0","018","0850731226","1750","121211","60452"
"61170.0","013","9251967413","1510","121211","51788"
"61171.0","013","2254411505","1510","121211","32774"
"61172.0","018","2293777494","1750","121211","22983"
"61173.0","013","9562774488","1750","121211","86654"
"61174.0","013","4745218881","1010","121211","04968"
"61175.0","013","0307101140","1510","121211","35579"
"61176.0","018","6646702896","1750","121211","28906"
"61177.0","013","9562774488","1750","121211","19235"
"61178.0","018","7824588766","1750","121211","75846"
"61179.0","018","9968298580","1010","121211","25076"
"61180.0","018","6083300711","1750","121211","26870"
"61181.0","018","1937022147","1010","121211","79437"
"61182.0","013","0732601518","1510","121211","49015"
"61183.0","018","1011882299","1750","121211","99544"
"61184.0","001","7109250908","1510","121211","65457"
"61185.0","018","0606633822","1510","121211","20322"
"61186.0","013","8533994407","1510","121211","59190"
"61187.0","018","1011882299","1750","121211","80994"
"61188.0","013","2698154740","1010","121211","86284"
"61189.0","013","3090516594","1750","121211","90360"
